id,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,city,state,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,number_of_reviews,first_review,last_review,date_listed
4809601,"Seattle, Washington, United States",,86,84,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook']",t,f,Seattle,WA,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,275.0,1925.0,8250.0,,,1,0,,,2016-01-30
9137398,"Seattle, Washington, United States",within a few hours,82,78,f,Capitol Hill,7.0,7.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,85.0,595.0,2550.0,,30.0,1,0,,,2016-12-11
9137075,"Seattle, Washington, United States",within a few hours,77,82,f,Capitol Hill,7.0,7.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,85.0,595.0,2550.0,,30.0,1,0,,,2016-11-24
1100714,"Seattle, Washington, United States",within an hour,83,84,f,Capitol Hill,2.0,2.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,House,Private room,4,1.0,1.0,2.0,Real Bed,75.0,512.0,1806.0,,,2,134,2014-01-21,2015-11-21,2016-12-25
5977556,"Seattle, Washington, United States",within a few hours,74,76,f,Capitol Hill,2.0,2.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,120.0,840.0,3600.0,,25.0,1,36,2015-04-19,2015-11-22,2016-09-21
1090449,"Seattle, Washington, United States",within an hour,70,86,t,Capitol Hill,2.0,2.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,135.0,930.0,4050.0,300.0,60.0,2,135,2013-05-10,2015-12-30,2016-10-05
4199019,"Seattle, Washington, United States",within a few hours,71,91,t,Capitol Hill,5.0,5.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,4,1.0,1.0,2.0,Real Bed,110.0,770.0,2900.0,800.0,100.0,3,0,,,2016-05-23
1520593,"Seattle, Washington, United States",within an hour,93,79,f,Capitol Hill,37.0,37.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,0.5,1.0,1.0,Real Bed,79.0,472.0,1575.0,350.0,35.0,4,10,2013-09-30,2015-09-05,2016-10-14
1928010,"Seattle, Washington, United States",within a few hours,98,74,f,Capitol Hill,3.0,3.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.5,1.0,2.0,Real Bed,79.0,553.0,2370.0,150.0,25.0,1,132,2013-12-25,2015-11-29,2016-08-20
7177194,"Bangkok, Thailand",within an hour,92,88,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'google', 'jumio']",t,t,Seattle,WA,Townhouse,Entire home/apt,4,2.5,2.0,2.0,Real Bed,245.0,1715.0,7350.0,1000.0,180.0,3,0,,,2016-07-16
7635966,"San Francisco, California, United States",,74,72,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,220.0,1540.0,6600.0,,,1,2,2015-08-20,2015-10-01,2016-03-23
6325283,"Seattle, Washington, United States",within a day,80,89,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,109.0,763.0,3270.0,,,1,7,2015-06-10,2015-10-12,2016-05-02
6644796,"Seattle, Washington, United States",within an hour,71,70,f,Capitol Hill,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,79.0,650.0,2499.0,200.0,65.0,3,5,2015-08-01,2015-11-16,2016-09-16
8053921,"Seattle, Washington, United States",within an hour,75,82,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Shared room,2,1.0,1.0,2.0,Real Bed,45.0,275.0,945.0,,25.0,1,15,2015-08-31,2015-12-11,2016-08-15
841049,"Seattle, Washington, United States",within a few hours,88,86,f,Capitol Hill,3.0,3.0,"['email', 'phone', 'reviews', 'sent_id']",t,t,Seattle,WA,House,Private room,1,1.0,1.0,1.0,Real Bed,58.0,406.0,1740.0,,,1,279,2012-12-28,2015-12-14,2016-07-23
7128310,"Seattle, Washington, United States",within an hour,73,73,f,,2.0,2.0,"['phone', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,100.0,700.0,3000.0,100.0,60.0,1,7,2015-07-10,2015-08-11,2016-02-17
7718203,"Seattle, Washington, United States",within an hour,92,96,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,560.0,2400.0,,50.0,1,9,2015-08-13,2015-12-12,2016-04-18
9774404,"Seattle, Washington, United States",,89,92,f,,1.0,1.0,"['phone', 'facebook']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,100.0,700.0,3000.0,,,1,0,,,2016-02-16
7789438,"San Francisco, California, United States",within an hour,75,76,t,Mission District,3.0,3.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'amex', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,139.0,973.0,4170.0,750.0,85.0,2,19,2015-09-10,2016-01-02,2016-12-03
7775663,"Seattle, Washington, United States",within a few hours,95,72,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,169.0,756.0,3500.0,,,1,15,2015-08-30,2016-01-01,2016-03-15
8014547,"Seattle, Washington, United States",within an hour,81,79,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Futon,114.0,613.0,2394.0,95.0,10.0,1,6,2015-09-04,2015-10-18,2016-08-27
1716901,"Seattle, Washington, United States",within an hour,97,83,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,85.0,500.0,2550.0,125.0,,3,15,2015-06-05,2015-12-15,2016-03-10
6477225,"Seattle, Washington, United States",within a few hours,77,99,t,Capitol Hill,5.0,5.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,7,1.0,2.0,2.0,Real Bed,100.0,700.0,4000.0,250.0,89.0,2,12,2015-06-08,2015-12-09,2016-11-01
2217257,"Seattle, Washington, United States",within an hour,89,91,t,Capitol Hill,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,125.0,1400.0,3750.0,500.0,30.0,3,27,2014-05-07,2015-10-19,2016-03-07
7580593,"San Francisco, California, United States",within a day,89,70,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,190.0,1330.0,5700.0,,50.0,1,0,,,2016-09-08
1828232,"Seattle, Washington, United States",within an hour,71,92,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,600.0,3000.0,,,1,8,2014-06-17,2015-05-04,2016-12-31
4725935,"Seattle, Washington, United States",within an hour,84,75,f,Capitol Hill,18.0,18.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Shared room,1,1.0,1.0,1.0,Real Bed,40.0,286.0,1200.0,,,2,44,2014-12-10,2015-12-25,2016-06-18
9061439,"Seattle, Washington, United States",,90,76,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook']",t,f,Seattle,WA,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,40.0,280.0,1200.0,,,1,0,,,2016-03-14
6545602,"Seattle, Washington, United States",within an hour,86,81,f,Capitol Hill,37.0,37.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Shared room,1,0.5,1.0,1.0,Real Bed,53.0,269.0,855.0,350.0,35.0,4,1,2015-09-25,2015-09-25,2016-07-11
2688555,"Seattle, Washington, United States",within a few hours,94,78,t,Capitol Hill,5.0,5.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,8,2.0,2.0,3.0,Real Bed,250.0,1900.0,5000.0,800.0,120.0,4,41,2014-05-28,2015-11-09,2016-02-13
7984550,"Seattle, Washington, United States",within an hour,83,81,f,Capitol Hill,37.0,37.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Shared room,1,1.0,1.0,1.0,Real Bed,65.0,349.0,1095.0,350.0,35.0,4,0,,,2016-07-24
6561753,"Seattle, Washington, United States",within an hour,94,85,f,Capitol Hill,37.0,37.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Shared room,1,0.5,1.0,1.0,Real Bed,55.0,279.0,895.0,350.0,35.0,4,10,2015-06-15,2015-10-27,2016-12-18
6561811,"Seattle, Washington, United States",within an hour,72,73,f,Capitol Hill,37.0,37.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Shared room,1,0.5,1.0,1.0,Real Bed,53.0,269.0,855.0,350.0,35.0,4,5,2015-06-30,2015-09-01,2016-08-29
6545246,"Seattle, Washington, United States",within an hour,89,77,f,Capitol Hill,37.0,37.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Shared room,1,0.5,1.0,1.0,Real Bed,55.0,279.0,895.0,350.0,35.0,4,1,2015-09-01,2015-09-01,2016-07-28
1520501,"Seattle, Washington, United States",within an hour,94,79,f,Capitol Hill,37.0,37.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Shared room,1,0.5,1.0,1.0,Real Bed,49.0,267.0,895.0,350.0,35.0,4,4,2014-08-30,2015-06-23,2016-11-08
5618094,"Seattle, Washington, United States",within a day,92,82,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,525.0,2250.0,,10.0,1,6,2015-04-07,2015-11-11,2016-12-11
279063,"Seattle, Washington, United States",within an hour,96,82,f,Capitol Hill,3.0,3.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,89.0,623.0,2670.0,,10.0,1,294,2012-01-10,2016-01-01,2016-10-09
5030361,"Seattle, Washington, United States",within an hour,98,84,t,Capitol Hill,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,90.0,580.0,2700.0,,15.0,2,49,2015-03-16,2015-12-15,2016-06-28
6779893,"Seattle, Washington, United States",within a few hours,81,94,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,250.0,1400.0,4000.0,300.0,,1,7,2015-07-16,2015-12-22,2016-04-01
796594,US,,71,83,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,199.0,1393.0,5970.0,300.0,68.0,3,22,2013-01-25,2015-08-03,2016-03-04
1030615,"Seattle, Washington, United States",within a few hours,75,91,t,Capitol Hill,2.0,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,95.0,665.0,2000.0,,20.0,2,83,2013-04-06,2015-11-01,2016-08-19
6328923,"Seattle, Washington, United States",within a few hours,89,75,f,Capitol Hill,4.0,4.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,89.0,623.0,2670.0,150.0,20.0,1,19,2015-05-28,2015-10-22,2016-07-22
7050492,"Seattle, Washington, United States",within an hour,80,74,f,,2.0,2.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110.0,770.0,3300.0,,35.0,1,12,2015-07-11,2015-12-30,2016-11-28
2418658,"Seattle, Washington, United States",within an hour,81,89,f,Capitol Hill,2.0,2.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,155.0,1085.0,4650.0,,35.0,1,135,2014-03-03,2015-12-20,2016-04-04
387078,"Seattle, Washington, United States",within an hour,77,79,f,Capitol Hill,8.0,8.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,,1.0,1.0,Real Bed,119.0,890.0,3570.0,200.0,88.0,2,52,2012-12-23,2015-11-01,2016-07-20
10012724,"Seattle, Washington, United States",within an hour,70,72,f,First Hill,2.0,2.0,"['email', 'phone', 'google', 'linkedin', 'amex', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,25.0,175.0,750.0,,,1,2,2015-12-22,2015-12-25,2016-07-30
6768768,"Seattle, Washington, United States",within a few hours,77,89,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'reviews', 'manual_offline', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,159.0,1113.0,4770.0,,50.0,1,8,2015-06-22,2015-12-06,2016-07-15
338043,"Seattle, Washington, United States",within an hour,80,97,f,Capitol Hill,2.0,2.0,"['email', 'phone', 'facebook', 'google', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,125.0,850.0,3000.0,250.0,60.0,1,8,2015-10-07,2015-12-01,2016-03-04
4701205,"Seattle, Washington, United States",within a day,76,92,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Shared room,2,1.0,1.0,1.0,Futon,25.0,175.0,750.0,,,1,39,2015-02-09,2015-08-28,2016-07-06
338091,"Seattle, Washington, United States",within an hour,85,71,f,Capitol Hill,2.0,2.0,"['email', 'phone', 'facebook', 'google', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,225.0,1400.0,3000.0,250.0,60.0,1,84,2012-04-16,2015-11-25,2016-10-17
7235573,"Seattle, Washington, United States",within a day,94,89,t,Capitol Hill,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,950.0,3000.0,250.0,35.0,2,8,2015-07-27,2015-10-18,2016-12-18
7579854,"Seattle, Washington, United States",within an hour,81,90,f,Capitol Hill,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,89.0,790.0,2800.0,,25.0,2,15,2015-07-31,2015-12-28,2016-01-03
1525972,"Seattle, Washington, United States",within an hour,82,94,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'photographer']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,190.0,1330.0,5700.0,,20.0,2,31,2013-08-19,2015-10-19,2016-01-31
3626497,"Seattle, Washington, United States",,73,74,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,650.0,2970.0,,25.0,1,15,2014-07-22,2014-09-01,2016-09-08
8102064,"Seattle, Washington, United States",within a day,94,72,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,49.0,310.0,1470.0,150.0,30.0,2,2,2015-09-15,2015-09-22,2016-07-23
447488,"Seattle, Washington, United States",within a day,82,90,f,Capitol Hill,3.0,3.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,830.0,3000.0,,35.0,1,51,2012-08-12,2015-09-29,2016-01-09
835149,"Seattle, Washington, United States",within a few hours,98,73,f,Capitol Hill,3.0,3.0,"['email', 'phone', 'reviews', 'sent_id']",t,t,Seattle,WA,House,Private room,1,1.0,1.0,1.0,Real Bed,58.0,406.0,1740.0,,,1,263,2013-01-03,2015-12-13,2016-12-31
3759039,"Seattle, Washington, United States",,77,86,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio', 'kba']",t,t,Seattle,WA,House,Private room,2,2.0,1.0,1.0,Real Bed,200.0,1000.0,6000.0,,,1,0,,,2016-05-11
6131411,"Seattle, Washington, United States",within a few hours,76,71,t,Capitol Hill,5.0,5.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,150.0,1050.0,4988.0,500.0,95.0,3,5,2015-06-01,2015-08-24,2016-09-14
4679983,"Seattle, Washington, United States",within a few hours,74,84,f,Capitol Hill,3.0,3.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,59.0,422.0,1491.0,,30.0,2,24,2015-01-11,2015-12-21,2016-11-23
7821003,"Seattle, Washington, United States",within an hour,94,95,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,455.0,1950.0,,,1,2,2015-11-29,2015-12-27,2016-03-14
9939359,"Minneapolis, Minnesota, United States",within a day,99,79,f,Capitol Hill,1.0,1.0,"['phone', 'facebook', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,80.0,560.0,2400.0,,,1,2,2015-12-21,2015-12-27,2016-11-14
9494946,"Seattle, Washington, United States",within an hour,99,94,f,Capitol Hill,17.0,17.0,"['email', 'phone', 'reviews', 'manual_offline']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,69.0,400.0,1500.0,95.0,25.0,1,2,2015-12-15,2015-12-31,2016-11-07
745099,"Seattle, Washington, United States",,92,73,f,Broadway,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,1,,1.0,1.0,Real Bed,75.0,525.0,2250.0,,,1,0,,,2016-08-07
8054518,"Seattle, Washington, United States",within an hour,78,83,f,Stevens,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,97.0,679.0,2910.0,,27.0,2,8,2015-08-30,2015-11-15,2016-11-21
1141226,"Seattle, Washington, United States",within a day,88,95,f,First Hill,8.0,8.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,174.0,1008.0,2594.0,,60.0,3,19,2014-03-24,2015-09-21,2016-04-29
9866909,"Seattle, Washington, United States",within a few hours,99,86,f,Capitol Hill,3.0,3.0,"['email', 'phone', 'reviews', 'sent_id']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,2.0,Real Bed,78.0,546.0,2340.0,,,1,0,,,2016-03-16
1790020,"Seattle, Washington, United States",within an hour,90,82,f,Capitol Hill,3.0,3.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,89.0,623.0,2670.0,,10.0,1,193,2013-10-27,2015-12-28,2016-02-22
4277026,"Seattle, Washington, United States",,70,86,t,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,700.0,3000.0,,,3,7,2014-11-27,2015-10-03,2016-07-28
4082250,"Seattle, Washington, United States",within an hour,87,77,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,750.0,3750.0,200.0,50.0,3,3,2014-09-29,2015-07-21,2016-02-08
5637990,"Lafayette, California, United States",within a few hours,75,96,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,130.0,910.0,3900.0,,80.0,1,3,2015-09-07,2015-12-01,2016-02-17
2909809,"Seattle, Washington, United States",,85,80,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,132.0,924.0,3960.0,,,1,11,2014-05-20,2015-10-04,2016-07-27
1356339,"Seattle, Washington, United States",within an hour,98,70,f,Capitol Hill,8.0,8.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,119.0,890.0,3570.0,200.0,87.0,2,61,2013-09-18,2015-11-22,2016-11-21
3884805,"Seattle, Washington, United States",within an hour,88,72,f,,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,150.0,999.0,4500.0,,30.0,2,1,2015-11-29,2015-11-29,2016-03-05
5395530,"Seattle, Washington, United States",within an hour,92,93,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,115.0,715.0,2175.0,250.0,50.0,1,17,2015-03-23,2015-11-23,2016-11-18
10295151,US,within a few hours,73,89,f,Fremont,3.0,3.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,99.0,693.0,2970.0,200.0,88.0,1,0,,,2016-12-13
6481695,"Seattle, Washington, United States",within a few hours,78,84,f,Capitol Hill,4.0,4.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,693.0,2970.0,200.0,30.0,1,0,,,2016-03-10
5660792,"Seattle, Washington, United States",,79,94,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,120.0,840.0,3600.0,100.0,10.0,1,41,2015-04-05,2015-11-07,2016-09-03
7435912,"Seattle, Washington, United States",within a day,95,70,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,70.0,500.0,1600.0,,,2,4,2015-08-30,2015-11-01,2016-12-04
4768038,"Seattle, Washington, United States",within a day,80,94,f,Capitol Hill,2.0,2.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,150.0,1050.0,3000.0,,,2,44,2015-01-09,2015-11-15,2016-05-22
1416279,"Seattle, Washington, United States",within a few hours,82,76,t,Capitol Hill,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,145.0,1015.0,4350.0,,,3,29,2014-05-28,2015-09-10,2016-05-19
9970609,"Seattle, Washington, United States",within a day,79,90,f,Capitol Hill,3.0,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,118.0,826.0,3540.0,,12.0,1,0,,,2016-04-03
6835466,"Seattle, Washington, United States",,75,89,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,500.0,1680.0,,35.0,3,2,2015-08-10,2015-09-08,2016-01-07
3418230,"Seattle, Washington, United States",within an hour,80,98,f,Capitol Hill,2.0,2.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,4,1.0,1.0,3.0,Real Bed,100.0,700.0,3000.0,200.0,,3,11,2014-07-22,2015-09-01,2016-01-12
9843421,"Seattle, Washington, United States",within a few hours,97,72,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'linkedin', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,65.0,455.0,1950.0,,,7,0,,,2016-11-16
3543791,"Seattle, Washington, United States",within a day,90,90,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,115.0,720.0,3450.0,200.0,10.0,1,6,2015-08-30,2016-01-02,2016-02-04
3552006,"Seattle, Washington, United States",,86,75,t,Capitol Hill,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,149.0,1400.0,4470.0,,75.0,1,28,2014-07-14,2015-08-10,2016-10-06
7149703,"Seattle, Washington, United States",within an hour,75,95,f,,2.0,2.0,"['phone', 'reviews']",t,f,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,59.0,413.0,1770.0,100.0,35.0,1,24,2015-08-02,2015-12-14,2016-12-15
4526943,"Seattle, Washington, United States",within a few hours,76,97,f,Capitol Hill,5.0,5.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,155.0,1050.0,2195.0,1000.0,100.0,3,4,2015-08-30,2016-01-02,2016-07-27
7557951,"Seattle, Washington, United States",within a day,83,95,f,Capitol Hill,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,100.0,700.0,3000.0,200.0,20.0,1,3,2015-08-30,2015-10-04,2016-10-19
